Area Type, Area, Area Name, Standard Occupational Code, Occupational Title, Employment,Mean Wage, Median Wage, Entry Wage, Experienced Wage                                                                                                                                                                                                                                             
1,36,New York State,29-2098,"Medical Dosimetrists, Medical Records Specialists, and Health Technologists and Technicians, All Other",14280,56300,51230,36950,65970
1,36,New York State,29-9091,Athletic Trainers,990,57300,53820,41310,65300
1,36,New York State,29-9092,Genetic Counselors,,98810,98930,76310,110060
1,36,New York State,29-9098,"Health Information Technologists, Medical Registrars, Surgical Assistants, and Healthcare Practitioners and Technical Workers, All Other",2040,82490,65970,41930,102770
1,36,New York State,31-0000,Healthcare Support Occupations,638750,36000,33490,28800,39600
1,36,New York State,31-1120,Home Health & Personal Care Aides,469370,33290,32020,28440,35720
1,36,New York State,31-1131,Nursing Assistants,81440,42080,42220,32110,47060
1,36,New York State,31-1132,Orderlies,3210,41370,42670,31470,46320
1,36,New York State,31-1133,Psychiatric Aides,5420,47020,47400,37790,51630
1,36,New York State,31-2011,Occupational Therapy Assistants,2620,64450,64730,48110,72620
1,36,New York State,31-2021,Physical Therapist Assistants,5200,57200,58210,38360,66620
1,36,New York State,31-2022,Physical Therapist Aides,2900,35340,32880,29170,38430
1,36,New York State,31-9011,Massage Therapists,5180,57280,54440,31010,70410
1,36,New York State,31-9091,Dental Assistants,14420,44700,44030,33440,50330
1,36,New York State,31-9092,Medical Assistants,25490,41280,40040,33450,45190
1,36,New York State,31-9093,Medical Equipment Preparers,3690,47840,48070,36280,53620
1,36,New York State,31-9094,Medical Transcriptionists,2550,37410,32630,27010,42600
1,36,New York State,31-9095,Pharmacy Aides,1920,33910,32050,28180,36770
1,36,New York State,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,4810,35320,34250,29100,38440
1,36,New York State,31-9097,Phlebotomists,5800,46240,44930,34770,51970
1,36,New York State,31-9099,"Healthcare Support Workers, All Other",4610,45100,43770,33520,50890
1,36,New York State,33-0000,Protective Service Occupations,294130,63090,53160,32910,78180
1,36,New York State,33-1011,First-Line Supervisors of Correctional Officers,3860,101760,101000,76080,114600
1,36,New York State,33-1012,First-Line Supervisors of Police and Detectives,13310,127250,127200,91110,145320
1,36,New York State,33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,4320,118620,118250,84210,135820
1,36,New York State,33-1090,"Miscellaneous First-Line Supervisors, Protective Service Workers",8500,63180,58650,39270,75130
1,36,New York State,33-2011,Firefighters,14200,80160,80620,54610,92930
1,36,New York State,33-2021,Fire Inspectors and Investigators,1090,72670,69120,50990,83510
1,36,New York State,33-2022,Forest Fire Inspectors and Prevention Specialists,,53750,51880,40930,60170
1,36,New York State,33-3011,Bailiffs,4000,69020,74350,48820,79120
1,36,New York State,33-3012,Correctional Officers and Jailers,,71990,69840,52860,81550
1,36,New York State,33-3021,Detectives and Criminal Investigators,9140,100480,94580,62830,119300
1,36,New York State,33-3031,Fish and Game Wardens,400,69380,68000,59310,74420
1,36,New York State,33-3041,Parking Enforcement Workers,530,49360,44840,35830,56130
1,36,New York State,33-3051,Police and Sheriff's Patrol Officers,55590,83090,85760,50630,99320
1,36,New York State,33-3052,Transit and Railroad Police,1600,72750,75530,50470,83890
1,36,New York State,33-9011,Animal Control Workers,770,42600,39200,32530,47630
1,36,New York State,33-9021,Private Detectives and Investigators,1430,60670,59520,37950,72020
1,36,New York State,33-9031,Gaming Surveillance Officers and Gaming Investigators,,40930,38400,31680,45560
1,36,New York State,33-9032,Security Guards,106850,40510,37670,29420,46060
1,36,New York State,33-9091,Crossing Guards,10840,41350,41300,30490,46780
1,36,New York State,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service",5880,32300,29990,26350,35270
1,36,New York State,33-9093,Transportation Security Screeners,3580,46300,47350,39770,49570
1,36,New York State,33-9098,"School Bus Monitors and Protective Service Workers, All Other",13470,34770,31840,27490,38420
1,36,New York State,35-0000,Food Preparation and Serving Related Occupations,572430,36220,31770,27370,40650
1,36,New York State,35-1011,Chefs and Head Cooks,12930,64280,56030,36010,78420
1,36,New York State,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,37110,45150,42200,30940,52250
1,36,New York State,35-2011,"Cooks, Fast Food",10770,29450,27620,26080,31130
1,36,New York State,35-2012,"Cooks, Institution and Cafeteria",14460,39150,37420,29340,44050
1,36,New York State,35-2014,"Cooks, Restaurant",50520,35750,33980,28860,39190
1,36,New York State,35-2015,"Cooks, Short Order",5190,33870,32590,27460,37080
1,36,New York State,35-2019,"Cooks, All Other",1050,36490,35050,29580,39940
1,36,New York State,35-2021,Food Preparation Workers,46530,33690,32170,27680,36700
1,36,New York State,35-3011,Bartenders,29580,41910,33520,26330,49700
1,36,New York State,35-3023,Fast Food and Counter Workers,173030,30510,29720,27240,32140
1,36,New York State,35-3031,Waiters and Waitresses,105100,40920,33920,27030,47870
1,36,New York State,35-3041,"Food Servers, Nonrestaurant",15000,35960,33330,26640,40620
1,36,New York State,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,32770,35420,31260,26280,39990
1,36,New York State,35-9021,Dishwashers,23450,31470,29210,26590,33920
1,36,New York State,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",12720,33330,31300,26750,36620
1,36,New York State,35-9099,"Food Preparation and Serving Related Workers, All Other",2160,32950,31450,26110,36370
1,36,New York State,37-0000,Building and Grounds Cleaning and Maintenance Occupations,273330,40400,36400,28360,46420
1,36,New York State,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,9680,58120,57600,39050,67650
1,36,New York State,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",3920,66780,65090,43910,78220
1,36,New York State,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",166340,39040,35550,28320,44390
1,36,New York State,37-2012,Maids and Housekeeping Cleaners,39570,39810,34530,27490,45960
1,36,New York State,37-2019,"Building Cleaning Workers, All Other",,61900,61760,46740,69480
1,36,New York State,37-2021,Pest Control Workers,3410,43480,40940,32630,48910
1,36,New York State,37-3011,Landscaping and Groundskeeping Workers,43090,39090,36150,28380,44440
1,36,New York State,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",,41850,39630,29070,48240
1,36,New York State,37-3013,Tree Trimmers and Pruners,3030,54100,57640,33050,64630
1,36,New York State,37-3019,"Grounds Maintenance Workers, All Other",3270,32570,31730,30950,33370
1,36,New York State,39-0000,Personal Care and Service Occupations,197040,39300,33270,27630,45130
1,36,New York State,39-1013,First-line Supervisors of Gambling Services Workers,580,61220,60660,44320,69670
1,36,New York State,39-1098,"First-Line Supervisors of Personal Service and Entertainment and Recreation Workers, Except Gambling Services",12920,54000,51160,36020,62990
1,36,New York State,39-2011,Animal Trainers,770,62120,43950,28300,79030
1,36,New York State,39-2021,Nonfarm Animal Caretakers,10970,34180,30930,27350,37600
1,36,New York State,39-3011,Gaming Dealers,2160,36890,29000,26000,42610
1,36,New York State,39-3019,"Gaming Service Workers, All Other",,34840,30600,27200,38660
1,36,New York State,39-3021,Motion Picture Projectionists,,52110,50020,29070,63630
1,36,New York State,39-3031,"Ushers, Lobby Attendants, and Ticket Takers",6930,36090,33230,27960,40160
1,36,New York State,39-3091,Amusement and Recreation Attendants,11250,31370,29400,26440,33830
1,36,New York State,39-3092,Costume Attendants,1100,81630,79280,44770,100060
1,36,New York State,39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",1040,36520,32000,27450,41060
1,36,New York State,39-3099,"Entertainment Attendants and Related Workers, All Other",,37650,35750,26000,43500
1,36,New York State,39-4021,Funeral Attendants,1290,36610,35330,28390,40720
1,36,New York State,39-4031,"Morticians, Undertakers, and Funeral Directors",1390,67130,63110,39310,81040
1,36,New York State,39-5011,Barbers,1400,42640,37370,27310,50300
1,36,New York State,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",16570,37490,31210,26710,42880
1,36,New York State,39-5091,"Makeup Artists, Theatrical and Performance",500,127390,127930,95680,143250
1,36,New York State,39-5092,Manicurists and Pedicurists,11890,29890,29330,26990,31340
1,36,New York State,39-5093,Shampooers,370,27590,26610,26230,28270
1,36,New York State,39-5094,Skincare Specialists,5360,42270,38550,30580,48120
1,36,New York State,39-6011,Baggage Porters and Bellhops,2410,39480,37110,27640,45410
1,36,New York State,39-6012,Concierges,4710,50880,50200,33760,59430
1,36,New York State,39-7010,Tour and Travel Guides,1870,40350,37070,28590,46220
1,36,New York State,39-9011,Childcare Workers,49160,32630,31020,26880,35500
1,36,New York State,39-9031,Fitness Trainers and Aerobics Instructors,16310,55640,43690,28840,69040
1,36,New York State,39-9032,Recreation Workers,25610,37240,33800,27810,41960
1,36,New York State,39-9041,Residential Advisors,8350,40710,39200,30250,45940
1,36,New York State,39-9098,"Crematory Operators and Personal Care and Service Workers, All Other",1500,39830,33410,27910,45800
1,36,New York State,41-0000,Sales and Related Occupations,772460,64650,39460,28430,82760
1,36,New York State,41-1011,First-Line Supervisors of Retail Sales Workers,51260,57500,51000,34900,68800
1,36,New York State,41-1012,First-Line Supervisors of Non-Retail Sales Workers,18150,120830,107870,68050,147210
1,36,New York State,41-2011,Cashiers,177010,31180,28700,26920,33310
1,36,New York State,41-2021,Counter and Rental Clerks,15930,37950,34000,28470,42690
1,36,New York State,41-2022,Parts Salespersons,10860,43720,39590,29320,50920
1,36,New York State,41-2031,Retail Salespersons,219620,37230,32130,27400,42140
1,36,New York State,41-3011,Advertising Sales Agents,18600,94910,79750,47930,118410
1,36,New York State,41-3021,Insurance Sales Agents,22630,98510,70600,40450,127540
1,36,New York State,41-3031,"Securities, Commodities, and Financial Services Sales Agents",65630,169530,145310,66190,221200
1,36,New York State,41-3041,Travel Agents,4070,48200,42920,29430,57580
1,36,New York State,41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",61290,88130,74110,42080,111160
1,36,New York State,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",14570,118800,104300,62020,147190
1,36,New York State,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",71000,82760,68400,40080,104110
1,36,New York State,41-9011,Demonstrators and Product Promoters,5180,45390,40550,29300,53440
1,36,New York State,41-9021,Real Estate Brokers,2020,117420,114830,36270,157990
1,36,New York State,41-9022,Real Estate Sales Agents,5840,107990,90580,46890,138540
1,36,New York State,41-9031,Sales Engineers,2630,125260,122000,75110,150330
1,36,New York State,41-9041,Telemarketers,2530,37640,34220,28130,42400
1,36,New York State,41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",710,52820,49110,29740,64360
1,36,New York State,41-9099,"Sales and Related Workers, All Other",2360,39290,32720,29690,44100
1,36,New York State,43-0000,Office and Administrative Support Occupations,1232690,49900,45160,31750,58980
1,36,New York State,43-1011,First-Line Supervisors of Office and Administrative Support Workers,99770,76330,71610,49780,89610
1,36,New York State,43-2011,"Switchboard Operators, Including Answering Service",2240,41810,38950,30890,47270
1,36,New York State,43-2021,Telephone Operators,700,47640,48190,36200,53350
1,36,New York State,43-2099,"Communications Equipment Operators, All Other",,49290,47570,35610,56130
1,36,New York State,43-3011,Bill and Account Collectors,13430,44480,41260,31540,50960
1,36,New York State,43-3021,Billing and Posting Clerks,31640,47360,45340,34640,53730
1,36,New York State,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",92810,50190,48470,33350,58600
1,36,New York State,43-3041,Gaming Cage Workers,370,34450,33310,27090,38130
1,36,New York State,43-3051,Payroll and Timekeeping Clerks,7700,53650,52340,37670,61640
1,36,New York State,43-3061,Procurement Clerks,3130,47090,46710,34890,53190
1,36,New York State,43-3071,Tellers,22850,35740,35830,28830,39190
1,36,New York State,43-3099,"Financial Clerks, All Other",1650,55460,47840,34770,65800
1,36,New York State,43-4011,Brokerage Clerks,4530,77490,71110,49830,91320
1,36,New York State,43-4021,Correspondence Clerks,,43110,40340,34070,47630
1,36,New York State,43-4031,"Court, Municipal, and License Clerks",7720,61290,52320,36650,73610
1,36,New York State,43-4041,"Credit Authorizers, Checkers, and Clerks",1560,52910,52150,36450,61130
1,36,New York State,43-4051,Customer Service Representatives,148080,45300,41440,30530,52690
1,36,New York State,43-4061,"Eligibility Interviewers, Government Programs",11360,53940,52800,43340,59240
1,36,New York State,43-4071,File Clerks,4420,39080,37200,27970,44630
1,36,New York State,43-4081,"Hotel, Motel, and Resort Desk Clerks",8810,36510,32260,26660,41430
1,36,New York State,43-4111,"Interviewers, Except Eligibility and Loan",14270,45170,45800,33840,50840
1,36,New York State,43-4121,"Library Assistants, Clerical",6220,36240,33790,27330,40690
1,36,New York State,43-4131,Loan Interviewers and Clerks,6780,48050,46340,31590,56290
